ID,Time,Value_0,Mask_0,Value_1,Mask_1
0.0,105.62114583333333,41.890384,1.0,-87.633445,1.0
0.0,105.66180555555555,41.923609,1.0,-87.746021,1.0
0.0,105.80346064814815,41.922777,1.0,-87.746016,1.0
0.0,106.60583333333334,41.889943,1.0,-87.637016,1.0
0.0,106.60608796296297,41.889044,1.0,-87.639635,1.0
0.0,106.60635416666666,41.889582,1.0,-87.636847,1.0
0.0,106.62460648148148,41.890384,1.0,-87.633445,1.0
0.0,106.62479166666667,41.890384,1.0,-87.633445,1.0
0.0,106.62494212962963,41.890905,1.0,-87.636435,1.0
0.0,106.8974074074074,41.915722,1.0,-87.745151,1.0
0.0,107.01899305555555,41.939246,1.0,-87.707661,1.0
0.0,107.02587962962963,41.88915,1.0,-87.639698,1.0
0.0,107.02601851851853,41.890586,1.0,-87.643314,1.0
0.0,107.02636574074074,41.890121,1.0,-87.63711,1.0
0.0,107.0535300925926,41.906906,1.0,-87.634546,1.0
0.0,107.60974537037038,41.889044,1.0,-87.639635,1.0
0.0,107.6276388888889,41.889582,1.0,-87.636847,1.0
0.0,107.62792824074074,41.890384,1.0,-87.633445,1.0
0.0,107.62813657407408,41.890384,1.0,-87.633445,1.0
0.0,107.62835648148149,41.890905,1.0,-87.636435,1.0
0.0,107.64980324074075,41.922777,1.0,-87.746016,1.0
0.0,107.95717592592592,41.917492,1.0,-87.696969,1.0
0.0,107.9690625,41.928226,1.0,-87.687613,1.0
0.0,107.96936342592592,41.932017,1.0,-87.687069,1.0
0.0,107.96984953703704,41.93196,1.0,-87.697635,1.0
0.0,108.60283564814814,41.889582,1.0,-87.636847,1.0
0.0,108.60939814814814,41.890905,1.0,-87.636435,1.0
0.0,108.60959490740741,41.890384,1.0,-87.633445,1.0
0.0,108.60978009259259,41.890384,1.0,-87.633445,1.0
0.0,108.65070601851852,41.923609,1.0,-87.746021,1.0
0.0,108.96552083333334,41.965805,1.0,-87.708362,1.0
0.0,109.1036111111111,41.88915,1.0,-87.639698,1.0
0.0,109.10376157407408,41.890586,1.0,-87.643314,1.0
0.0,109.10394675925926,41.890121,1.0,-87.63711,1.0
0.0,109.21429398148149,41.893085,1.0,-87.6379,1.0
0.0,109.21444444444444,41.894738,1.0,-87.63721,1.0
0.0,109.21565972222221,41.890586,1.0,-87.643314,1.0
0.0,109.24243055555554,41.889919,1.0,-87.637693,1.0
0.0,109.24275462962963,41.891661,1.0,-87.63524,1.0
0.0,109.24336805555555,41.890905,1.0,-87.636435,1.0
0.0,109.61240740740742,41.889943,1.0,-87.637016,1.0
0.0,109.61304398148148,41.889044,1.0,-87.639635,1.0
0.0,109.61326388888888,41.889582,1.0,-87.636847,1.0
0.0,109.62642361111112,41.890384,1.0,-87.633445,1.0
1.0,153.89560185185186,41.738384,1.0,-87.606118,1.0
1.0,153.93657407407406,41.75809,1.0,-87.627283,1.0
1.0,153.94026620370371,41.773066,1.0,-87.625056,1.0
1.0,154.93015046296296,41.725778,1.0,-87.740679,1.0
1.0,154.99827546296297,41.74082,1.0,-87.633023,1.0
1.0,156.6041087962963,41.880707,1.0,-87.642083,1.0
1.0,156.60440972222221,41.881383,1.0,-87.642333,1.0
1.0,156.60464120370372,41.881866,1.0,-87.64109,1.0
1.0,156.60501157407407,41.880974,1.0,-87.643533,1.0
1.0,156.60578703703703,41.882952,1.0,-87.641424,1.0
1.0,156.60836805555556,41.885709,1.0,-87.641292,1.0
1.0,156.6200462962963,41.867428,1.0,-87.626685,1.0
1.0,156.63462962962964,41.780385,1.0,-87.605935,1.0
1.0,156.81738425925926,41.744051,1.0,-87.604909,1.0
1.0,157.15369212962963,41.780385,1.0,-87.605935,1.0
1.0,157.21327546296297,41.780385,1.0,-87.605935,1.0
1.0,157.22722222222222,41.867428,1.0,-87.626685,1.0
1.0,157.23255787037036,41.885232,1.0,-87.631944,1.0
1.0,157.23465277777777,41.885709,1.0,-87.641292,1.0
1.0,157.23949074074073,41.880974,1.0,-87.643533,1.0
1.0,157.23975694444445,41.881866,1.0,-87.64109,1.0
1.0,157.24010416666667,41.881383,1.0,-87.642333,1.0
1.0,157.2407523148148,41.880707,1.0,-87.642083,1.0
1.0,157.5793402777778,41.880707,1.0,-87.642083,1.0
1.0,157.58158564814815,41.881383,1.0,-87.642333,1.0
1.0,157.58270833333333,41.881866,1.0,-87.64109,1.0
1.0,157.58317129629629,41.878167,1.0,-87.647703,1.0
1.0,157.58344907407408,41.880974,1.0,-87.643533,1.0
1.0,157.58903935185185,41.876929,1.0,-87.64122,1.0
1.0,157.59425925925925,41.885709,1.0,-87.641292,1.0
1.0,157.60376157407407,41.867428,1.0,-87.626685,1.0
1.0,157.6129050925926,41.79512,1.0,-87.61837,1.0
1.0,157.62369212962963,41.780385,1.0,-87.605935,1.0
1.0,158.58059027777776,41.880707,1.0,-87.642083,1.0
1.0,158.58260416666667,41.880974,1.0,-87.643533,1.0
1.0,158.58324074074073,41.881866,1.0,-87.64109,1.0
1.0,158.58416666666668,41.881383,1.0,-87.642333,1.0
1.0,158.58565972222223,41.882952,1.0,-87.641424,1.0
1.0,158.58795138888888,41.885709,1.0,-87.641292,1.0
1.0,158.5971875,41.867428,1.0,-87.626685,1.0
1.0,159.1967476851852,41.885709,1.0,-87.641292,1.0
1.0,159.19974537037038,41.880974,1.0,-87.643533,1.0
1.0,159.20199074074074,41.881866,1.0,-87.64109,1.0
1.0,159.20428240740742,41.881383,1.0,-87.642333,1.0
1.0,159.21912037037038,41.880707,1.0,-87.642083,1.0
1.0,159.59972222222223,41.878167,1.0,-87.647703,1.0
1.0,159.6001736111111,41.880707,1.0,-87.642083,1.0
1.0,159.60097222222223,41.881383,1.0,-87.642333,1.0
1.0,159.60135416666665,41.881866,1.0,-87.64109,1.0
1.0,159.60186342592593,41.880974,1.0,-87.643533,1.0
1.0,159.61143518518517,41.885709,1.0,-87.641292,1.0
1.0,159.64050925925926,41.780385,1.0,-87.605935,1.0
1.0,159.9900925925926,41.744041,1.0,-87.603616,1.0
1.0,160.97802083333332,41.765077,1.0,-87.722658,1.0
1.0,161.95703703703705,41.75809,1.0,-87.627283,1.0
1.0,162.17732638888887,41.885709,1.0,-87.641292,1.0
1.0,162.17907407407407,41.880974,1.0,-87.643533,1.0
1.0,162.1835763888889,41.881383,1.0,-87.642333,1.0
1.0,162.23121527777778,41.880707,1.0,-87.642083,1.0
1.0,162.58186342592592,41.880707,1.0,-87.642083,1.0
1.0,162.58274305555554,41.881383,1.0,-87.642333,1.0
1.0,162.5830439814815,41.881866,1.0,-87.64109,1.0
1.0,162.58340277777776,41.880974,1.0,-87.643533,1.0
1.0,162.58371527777777,41.882952,1.0,-87.641424,1.0
1.0,162.58949074074073,41.885709,1.0,-87.641292,1.0
1.0,162.61769675925925,41.780385,1.0,-87.605935,1.0
1.0,163.13797453703702,41.744051,1.0,-87.604909,1.0
1.0,163.15445601851852,41.780385,1.0,-87.605935,1.0
1.0,163.1784027777778,41.885709,1.0,-87.641292,1.0
1.0,163.18222222222224,41.881866,1.0,-87.64109,1.0
1.0,163.18262731481482,41.881383,1.0,-87.642333,1.0
1.0,163.18491898148147,41.880707,1.0,-87.642083,1.0
1.0,163.58341435185184,41.880707,1.0,-87.642083,1.0
1.0,163.58587962962963,41.881383,1.0,-87.642333,1.0
1.0,163.58655092592593,41.881866,1.0,-87.64109,1.0
1.0,163.58724537037037,41.880974,1.0,-87.643533,1.0
1.0,163.58997685185184,41.885709,1.0,-87.641292,1.0
1.0,163.61377314814814,41.79512,1.0,-87.61837,1.0
1.0,163.63008101851852,41.780385,1.0,-87.605935,1.0
1.0,164.15953703703704,41.780385,1.0,-87.605935,1.0
1.0,164.17239583333333,41.867428,1.0,-87.626685,1.0
1.0,164.17881944444443,41.885709,1.0,-87.641292,1.0
1.0,164.18667824074075,41.881383,1.0,-87.642333,1.0
1.0,165.6035648148148,41.881383,1.0,-87.642333,1.0
1.0,165.60402777777776,41.880707,1.0,-87.642083,1.0
1.0,165.60439814814814,41.885709,1.0,-87.641292,1.0
1.0,165.6182523148148,41.867428,1.0,-87.626685,1.0
1.0,166.9151388888889,41.744051,1.0,-87.604909,1.0
1.0,167.04104166666667,41.720946,1.0,-87.698752,1.0
1.0,167.06486111111113,41.719884,1.0,-87.722945,1.0
1.0,167.1327199074074,41.720788,1.0,-87.723253,1.0
1.0,167.7642013888889,41.740724,1.0,-87.603826,1.0
1.0,168.13253472222223,41.744051,1.0,-87.604909,1.0
1.0,168.13443287037038,41.744051,1.0,-87.604909,1.0
1.0,168.16677083333335,41.867428,1.0,-87.626685,1.0
1.0,168.17305555555555,41.885709,1.0,-87.641292,1.0
1.0,168.17834490740742,41.881383,1.0,-87.642333,1.0
1.0,168.59609953703702,41.880707,1.0,-87.642083,1.0
1.0,168.59649305555556,41.881383,1.0,-87.642333,1.0
1.0,168.59667824074074,41.881866,1.0,-87.64109,1.0
1.0,168.59702546296296,41.880974,1.0,-87.643533,1.0
1.0,168.59726851851852,41.882952,1.0,-87.641424,1.0
1.0,168.59994212962962,41.885709,1.0,-87.641292,1.0
1.0,168.65015046296296,41.765621,1.0,-87.619836,1.0
1.0,168.6546412037037,41.765667,1.0,-87.619527,1.0
1.0,168.68296296296296,41.751249,1.0,-87.6054,1.0
1.0,171.15598379629628,41.780385,1.0,-87.605935,1.0
1.0,171.1784027777778,41.885709,1.0,-87.641292,1.0
1.0,171.1818287037037,41.880974,1.0,-87.643533,1.0
1.0,171.18218750000003,41.881866,1.0,-87.64109,1.0
1.0,171.23142361111113,41.880707,1.0,-87.642083,1.0
1.0,171.58586805555555,41.880974,1.0,-87.643533,1.0
1.0,171.58652777777777,41.881866,1.0,-87.64109,1.0
1.0,171.5932638888889,41.885709,1.0,-87.641292,1.0
1.0,171.60273148148147,41.867428,1.0,-87.626685,1.0
1.0,171.62101851851853,41.780385,1.0,-87.605935,1.0
1.0,171.64813657407407,41.742789,1.0,-87.604759,1.0
1.0,177.10839120370372,41.744041,1.0,-87.603616,1.0
1.0,177.14184027777776,41.744051,1.0,-87.604909,1.0
1.0,177.1637037037037,41.809236,1.0,-87.618874,1.0
1.0,177.17173611111113,41.867428,1.0,-87.626685,1.0
1.0,177.18234953703703,41.885709,1.0,-87.641292,1.0
1.0,177.1838541666667,41.880974,1.0,-87.643533,1.0
1.0,177.1846412037037,41.881866,1.0,-87.64109,1.0
1.0,177.18508101851853,41.881383,1.0,-87.642333,1.0
1.0,177.21613425925923,41.880707,1.0,-87.642083,1.0
1.0,177.58217592592595,41.880707,1.0,-87.642083,1.0
1.0,177.5864699074074,41.882952,1.0,-87.641424,1.0
1.0,177.60907407407407,41.780385,1.0,-87.605935,1.0
1.0,177.63390046296297,41.744051,1.0,-87.604909,1.0
1.0,177.63465277777777,41.742789,1.0,-87.604759,1.0
1.0,177.63533564814816,41.743667,1.0,-87.604831,1.0
1.0,180.82868055555556,41.736468,1.0,-87.626777,1.0
1.0,180.8355787037037,41.736578,1.0,-87.626671,1.0
1.0,180.85363425925925,41.736903,1.0,-87.604567,1.0
1.0,181.13283564814813,41.744051,1.0,-87.604909,1.0
1.0,181.13304398148148,41.743804,1.0,-87.604687,1.0
1.0,181.16,41.780692,1.0,-87.602565,1.0
1.0,181.17114583333333,41.780385,1.0,-87.605935,1.0
1.0,181.1907060185185,41.885232,1.0,-87.631944,1.0
1.0,181.19271990740742,41.885709,1.0,-87.641292,1.0
1.0,181.1962384259259,41.880974,1.0,-87.643533,1.0
1.0,181.20078703703703,41.881866,1.0,-87.64109,1.0
1.0,181.2019212962963,41.881383,1.0,-87.642333,1.0
1.0,181.2021759259259,41.880707,1.0,-87.642083,1.0
1.0,182.57688657407405,41.880707,1.0,-87.642083,1.0
1.0,182.5771759259259,41.880974,1.0,-87.643533,1.0
1.0,182.57740740740743,41.881866,1.0,-87.64109,1.0
1.0,182.57781250000002,41.881383,1.0,-87.642333,1.0
1.0,182.57818287037037,41.882952,1.0,-87.641424,1.0
2.0,93.72505787037038,41.964524,1.0,-87.758446,1.0
2.0,93.73481481481481,41.968313,1.0,-87.763832,1.0
2.0,93.76089120370371,41.953676,1.0,-87.747391,1.0
2.0,97.47069444444445,41.969062,1.0,-87.761287,1.0
2.0,97.47086805555556,41.969361,1.0,-87.760994,1.0
2.0,97.48443287037037,41.890622,1.0,-87.685543,1.0
2.0,97.86538194444444,41.93313,1.0,-87.649049,1.0
2.0,98.00836805555555,41.968036,1.0,-87.767262,1.0
2.0,98.94141203703704,41.972461,1.0,-87.771414,1.0
2.0,98.95449074074075,41.968313,1.0,-87.763832,1.0
2.0,98.9653125,41.964524,1.0,-87.758446,1.0
2.0,98.98130787037037,41.95491,1.0,-87.764668,1.0
2.0,99.03836805555555,41.967824,1.0,-87.767087,1.0
2.0,99.7177199074074,41.964524,1.0,-87.758446,1.0
2.0,99.72818287037036,41.968313,1.0,-87.763832,1.0
2.0,100.14452546296296,41.968313,1.0,-87.763832,1.0
2.0,100.72150462962964,41.964524,1.0,-87.758446,1.0
2.0,100.73907407407408,41.972461,1.0,-87.771414,1.0
2.0,101.13707175925926,41.972461,1.0,-87.771414,1.0
2.0,101.73890046296297,41.966442,1.0,-87.759311,1.0
2.0,101.75274305555557,41.977247,1.0,-87.769779,1.0
2.0,102.83119212962963,41.972461,1.0,-87.771414,1.0
2.0,102.83697916666667,41.967824,1.0,-87.767087,1.0
2.0,102.86799768518519,41.968331,1.0,-87.642574,1.0
2.0,102.90800925925926,41.966646,1.0,-87.638015,1.0
2.0,102.9120949074074,41.964947,1.0,-87.632961,1.0
2.0,102.9132175925926,41.962194,1.0,-87.641837,1.0
2.0,102.92414351851852,41.968744,1.0,-87.631288,1.0
2.0,102.98806712962964,41.969361,1.0,-87.760994,1.0
2.0,104.47277777777778,41.969062,1.0,-87.761287,1.0
2.0,104.47310185185187,41.96921,1.0,-87.761439,1.0
2.0,104.4757175925926,41.969361,1.0,-87.760994,1.0
2.0,105.46762731481482,41.969062,1.0,-87.761287,1.0
2.0,105.46807870370371,41.969361,1.0,-87.760994,1.0
2.0,105.91758101851853,41.967824,1.0,-87.767087,1.0
2.0,105.91993055555555,41.972461,1.0,-87.771414,1.0
2.0,105.92890046296297,41.968313,1.0,-87.763832,1.0
2.0,106.71755787037036,41.964524,1.0,-87.758446,1.0
2.0,106.72702546296296,41.968313,1.0,-87.763832,1.0
2.0,106.73297453703704,41.972461,1.0,-87.771414,1.0
2.0,106.74193287037036,41.967824,1.0,-87.767087,1.0
2.0,106.75193287037037,41.97371,1.0,-87.778514,1.0
2.0,107.13269675925926,41.967824,1.0,-87.767087,1.0
2.0,107.13346064814816,41.972461,1.0,-87.771414,1.0
2.0,107.7162037037037,41.964524,1.0,-87.758446,1.0
2.0,107.72434027777778,41.968313,1.0,-87.763832,1.0
2.0,107.72934027777778,41.972461,1.0,-87.771414,1.0
2.0,107.74300925925927,41.967824,1.0,-87.767087,1.0
2.0,107.74483796296296,41.97371,1.0,-87.778514,1.0
2.0,108.13708333333334,41.972461,1.0,-87.771414,1.0
2.0,108.14765046296297,41.968313,1.0,-87.763832,1.0
2.0,109.66300925925925,41.967824,1.0,-87.767087,1.0
2.0,109.66686342592594,41.972461,1.0,-87.771414,1.0
2.0,109.67333333333333,41.968313,1.0,-87.763832,1.0
2.0,109.719375,41.969062,1.0,-87.761287,1.0
2.0,109.71954861111111,41.968854,1.0,-87.761206,1.0
2.0,109.72596064814815,41.967484,1.0,-87.762845,1.0
2.0,109.72969907407408,41.967824,1.0,-87.767087,1.0
2.0,109.76217592592593,41.977247,1.0,-87.769779,1.0
2.0,109.88495370370372,41.954847,1.0,-87.808764,1.0
2.0,109.91394675925926,41.956111,1.0,-87.803549,1.0
2.0,110.62758101851853,41.968036,1.0,-87.767262,1.0
2.0,110.63835648148148,41.967824,1.0,-87.767087,1.0
2.0,118.47248842592592,41.969062,1.0,-87.761287,1.0
2.0,118.47325231481481,41.969361,1.0,-87.760994,1.0
2.0,118.48006944444444,41.894503,1.0,-87.657667,1.0
2.0,118.48333333333333,41.890622,1.0,-87.685543,1.0
2.0,118.8822337962963,41.967824,1.0,-87.767087,1.0
2.0,118.91285879629629,41.964524,1.0,-87.758446,1.0
2.0,120.72387731481483,41.964524,1.0,-87.758446,1.0
2.0,120.73575231481482,41.968313,1.0,-87.763832,1.0
2.0,122.47077546296298,41.969062,1.0,-87.761287,1.0
2.0,122.4711226851852,41.969361,1.0,-87.760994,1.0
2.0,122.88237268518519,41.972461,1.0,-87.771414,1.0
2.0,122.9167013888889,41.968313,1.0,-87.763832,1.0
2.0,122.92707175925926,41.964524,1.0,-87.758446,1.0
2.0,122.94579861111112,41.95491,1.0,-87.764668,1.0
2.0,122.95246527777778,41.956467,1.0,-87.76593,1.0
2.0,122.9808912037037,41.967824,1.0,-87.767087,1.0
2.0,123.03633101851852,41.97371,1.0,-87.778514,1.0
2.0,123.37078703703703,41.954254,1.0,-87.698662,1.0
2.0,123.70939814814814,41.967824,1.0,-87.767087,1.0
2.0,123.83034722222222,41.97371,1.0,-87.778514,1.0
2.0,123.87775462962964,41.969062,1.0,-87.761287,1.0
2.0,123.87859953703703,41.968854,1.0,-87.761206,1.0
2.0,123.89515046296297,41.967484,1.0,-87.762845,1.0
2.0,123.89968750000001,41.967824,1.0,-87.767087,1.0
2.0,123.91133101851852,41.972461,1.0,-87.771414,1.0
2.0,123.92317129629629,41.968313,1.0,-87.763832,1.0
2.0,123.95765046296297,41.95491,1.0,-87.764668,1.0
2.0,123.96410879629629,41.956467,1.0,-87.76593,1.0
2.0,125.92422453703703,41.910746,1.0,-87.664964,1.0
2.0,125.9287037037037,41.939246,1.0,-87.707661,1.0
2.0,125.93009259259259,41.960707,1.0,-87.747521,1.0
2.0,125.93548611111112,41.968648,1.0,-87.778144,1.0
2.0,126.87952546296297,41.980391,1.0,-87.755313,1.0
2.0,126.88503472222222,41.969402,1.0,-87.762132,1.0
2.0,126.93138888888889,41.972461,1.0,-87.771414,1.0
2.0,126.93849537037038,41.968313,1.0,-87.763832,1.0
2.0,126.94913194444445,41.964524,1.0,-87.758446,1.0
2.0,126.97055555555556,41.95491,1.0,-87.764668,1.0
2.0,126.97719907407406,41.956467,1.0,-87.76593,1.0
2.0,127.71063657407409,41.964524,1.0,-87.758446,1.0
2.0,127.72032407407407,41.968313,1.0,-87.763832,1.0
2.0,127.76894675925926,41.894503,1.0,-87.657667,1.0
2.0,128.13417824074074,41.939246,1.0,-87.707661,1.0
2.0,128.1396875,41.967824,1.0,-87.767087,1.0
2.0,128.72386574074073,41.964524,1.0,-87.758446,1.0
2.0,128.73729166666666,41.968313,1.0,-87.763832,1.0
2.0,128.75302083333335,41.88206,1.0,-87.62779,1.0
2.0,128.9855787037037,41.883237,1.0,-87.638197,1.0
2.0,128.99635416666666,41.881991,1.0,-87.63912,1.0
2.0,129.71909722222222,41.964524,1.0,-87.758446,1.0
2.0,129.72804398148148,41.967484,1.0,-87.762845,1.0
2.0,129.73564814814816,41.972461,1.0,-87.771414,1.0
2.0,129.74344907407408,41.968036,1.0,-87.767262,1.0
2.0,129.75038194444446,41.967824,1.0,-87.767087,1.0
2.0,130.67458333333335,41.970678,1.0,-87.763588,1.0
2.0,130.74684027777778,41.972461,1.0,-87.771414,1.0
2.0,130.84707175925925,41.968331,1.0,-87.642574,1.0
2.0,130.8755324074074,41.966646,1.0,-87.638015,1.0
2.0,130.8776736111111,41.96474,1.0,-87.635665,1.0
2.0,130.88116898148147,41.964947,1.0,-87.632961,1.0
2.0,130.88318287037038,41.962194,1.0,-87.641837,1.0
2.0,130.8905439814815,41.968744,1.0,-87.631288,1.0
2.0,130.89791666666667,41.962745,1.0,-87.632146,1.0
2.0,130.9125462962963,41.961437,1.0,-87.638497,1.0
2.0,130.95385416666667,41.952222,1.0,-87.640858,1.0
2.0,130.99641203703703,41.990708,1.0,-87.689394,1.0
2.0,131.7328125,41.965987,1.0,-87.759492,1.0
2.0,131.9118865740741,41.968036,1.0,-87.767262,1.0
2.0,131.93069444444444,41.967824,1.0,-87.767087,1.0
2.0,132.47596064814815,41.939246,1.0,-87.707661,1.0
2.0,132.9850925925926,41.88206,1.0,-87.62779,1.0
2.0,132.98684027777776,41.967824,1.0,-87.767087,1.0
2.0,133.00395833333332,41.968313,1.0,-87.763832,1.0
2.0,133.0146412037037,41.964524,1.0,-87.758446,1.0
2.0,133.46766203703703,41.969062,1.0,-87.761287,1.0
2.0,133.4682523148148,41.969361,1.0,-87.760994,1.0
2.0,133.48068287037037,41.890622,1.0,-87.685543,1.0
2.0,133.9208912037037,41.968313,1.0,-87.763832,1.0
2.0,133.93175925925925,41.964524,1.0,-87.758446,1.0
2.0,133.94962962962964,41.95491,1.0,-87.764668,1.0
2.0,133.98287037037036,41.967824,1.0,-87.767087,1.0
2.0,134.09568287037038,41.977247,1.0,-87.769779,1.0
2.0,134.1034375,41.969402,1.0,-87.762132,1.0
2.0,134.71255787037038,41.964524,1.0,-87.758446,1.0
2.0,135.71358796296298,41.964524,1.0,-87.758446,1.0
2.0,135.72587962962965,41.968313,1.0,-87.763832,1.0
2.0,135.73069444444445,41.972461,1.0,-87.771414,1.0
